address,suburb,postcode,roof_type,green_area
190-192 Bourke Street,Melbourne (CBD),3000,Flat,54.09794946771582
380-384 Little Bourke Street,Melbourne (CBD),3000,Flat,4450.225606324448
123-139 La Trobe Street,Melbourne (CBD),3000,Flat,1666.2369849051297
353-355 Flinders Lane,Melbourne (CBD),3000,Flat,2386.8173347998863
22-30 Oliver Lane,Melbourne (CBD),3000,Flat,4013.2692318321447
109-117 Swanston Street,Melbourne (CBD),3000,Flat,4664.416451767654
Capitol Arcade 109-117 Swanston Street,Melbourne (CBD),3000,Flat,4664.416451767654
179 King Street,Melbourne (CBD),3000,Flat,478.9411293607775
201-207 Elizabeth Street,Melbourne (CBD),3000,Hip,923.6170353794978
1-11 Sutherland Street,Melbourne (CBD),3000,Flat,4872.317933333707
Melbourne Star Apartments 8 Sutherland Street,Melbourne (CBD),3000,Flat,5883.181890811559
2-20 Sutherland Street,Melbourne (CBD),3000,Flat,5883.181890811559
Melbourne Sky Apartments 5 Sutherland Street,Melbourne (CBD),3000,Flat,3840.446700917657
35-39 Wills Street,Melbourne (CBD),3000,Gable,1890.8407135045736
221-249 'Beckett Street,Melbourne (CBD),3000,Gable,1890.8407135045736
388-390 Bourke Street,Melbourne (CBD),3000,Flat,1456.116546870965
197-199 Elizabeth Street,Melbourne (CBD),3000,Flat,5122.824205149105
59-65 Elizabeth Street,Melbourne (CBD),3000,Hip,3989.341810819018
135-137 Swanston Street,Melbourne (CBD),3000,Flat,4792.884799077415
62-68 Hayward Lane,Melbourne (CBD),3000,Flat,2190.795949893498
98 Bourke Street,Melbourne (CBD),3000,Flat,5872.409061125959
205-207 Russell Street,Melbourne (CBD),3000,Flat,54.09794946771582
115-117 Little Bourke Street,Melbourne (CBD),3000,Hip,1512.109938673107
219-225 Swanston Street,Melbourne (CBD),3000,Flat,5701.947068031539
432-438 Queen Street,Melbourne (CBD),3000,Gable,5872.409061125959
585-587 Little Collins Street,Melbourne (CBD),3000,Gable,1796.5307296856065
137-141 Bourke Street,Melbourne (CBD),3000,Flat,6838.462724396438
The Metropolitan 137-141 Bourke Street,Melbourne (CBD),3000,Flat,1241.9335019276512
31-39 Elizabeth Street,Melbourne (CBD),3000,Flat,5007.780338942032
292-298 Flinders Street,Melbourne (CBD),3000,Flat,4325.649007981388
1-9 Exhibition Street,Melbourne (CBD),3000,Flat,5509.711340657314
219-233 Elizabeth Street,Melbourne (CBD),3000,Flat,1241.9335019276512
Nova Apartments 219-233 Elizabeth Street,Melbourne (CBD),3000,Flat,2224.8323774597443
238-242 Flinders Street,Melbourne (CBD),3000,Flat,4792.884799077415
Unilodge On Flinders Apartments 238-242 Flinders Street,Melbourne (CBD),3000,Flat,4792.884799077415
18-22 McKillop Street,Melbourne (CBD),3000,Flat,245.50829174688585
42-46 La Trobe Street,Melbourne (CBD),3000,Flat,4450.225606324448
119-121 Swanston Street,Melbourne (CBD),3000,Gable,5872.409061125959
59-61 Hardware Lane,Melbourne (CBD),3000,Gable,54.09794946771582
597 Elizabeth Street,North Melbourne,3000,Hip,2496.245337267104
170-176 William Street,Melbourne (CBD),3000,Flat,5579.173361168877
137-139 Flinders Lane,Melbourne (CBD),3000,Flat,2565.0192051391305
298-304 Collins Street,Melbourne (CBD),3000,Flat,4013.2692318321447
237-239 Flinders Lane,Melbourne (CBD),3000,Flat,3413.2117557438933
248-250 Russell Street,Melbourne (CBD),3000,Flat,5872.409061125959
2-4 Mill Place,Melbourne (CBD),3000,Flat,1995.9829563860471
5-7 Flinders Court,Melbourne (CBD),3000,Flat,5293.487797183683
349-351 Flinders Lane,Melbourne (CBD),3000,Flat,5579.173361168877
67-73 Hardware Lane,Melbourne (CBD),3000,Gable,4664.416451767654
23-25 Niagara Lane,Melbourne (CBD),3000,Gable,1890.8407135045736
28 Punch Lane,Melbourne (CBD),3000,Flat,2961.5940400426693
73-77 Bourke Street,Melbourne (CBD),3000,Gable,1509.5690734737825
30-44 Manchester Lane,Melbourne (CBD),3000,Flat,1796.5307296856065
234-236 Flinders Lane,Melbourne (CBD),3000,Flat,4756.639353176926
107-111 Lonsdale Street,Melbourne (CBD),3000,Flat,1303.019906226907
241-245 Collins Street,Melbourne (CBD),3000,Hip,4792.884799077415
221-231 Collins Street,Melbourne (CBD),3000,Flat,1303.019906226907
599 Elizabeth Street,North Melbourne,3000,Hip,6838.462724396438
108 Franklin Street,Melbourne (CBD),3000,Hip,5147.451538552621
7-9 Waratah Place,Melbourne (CBD),3000,Hip,4313.113225053778
1 Nicholson Place,Melbourne (CBD),3000,Hip,4987.98812897925
3 Nicholson Place,Melbourne (CBD),3000,Hip,1918.7092905872123
5 Nicholson Place,Melbourne (CBD),3000,Hip,1067.866437821241
7 Nicholson Place,Melbourne (CBD),3000,Hip,923.6170353794978
9 Nicholson Place,Melbourne (CBD),3000,Hip,5244.452630183577
11 Nicholson Place,Melbourne (CBD),3000,Hip,5493.659541181025
13 Nicholson Place,Melbourne (CBD),3000,Hip,3763.623912651287
15 Nicholson Place,Melbourne (CBD),3000,Hip,1810.5331883127817
17 Nicholson Place,Melbourne (CBD),3000,Hip,1512.109938673107
100-102 Flinders Street,Melbourne (CBD),3000,Hip,6363.194192608312
9-13 Anthony Street,Melbourne (CBD),3000,Flat,5872.409061125959
53-55 Exhibition Street,Melbourne (CBD),3000,Flat,2129.734827331088
23-25 Coromandel Place,Melbourne (CBD),3000,Gable,4919.66508573327
19-23 Meyers Place,Melbourne (CBD),3000,Flat,4404.889237796176
37-41 Queen Street,Melbourne (CBD),3000,Flat,5416.972425925825
226 Pelham Street,Carlton,3000,Flat,54.09794946771582
299 Elizabeth Street,Melbourne (CBD),3000,Gable,3840.446700917657
547-555 Flinders Lane,Melbourne (CBD),3000,Flat,5872.409061125959
562-566 Little Bourke Street,Melbourne (CBD),3000,Flat,2478.6674184276712
170-174 Collins Street,Melbourne (CBD),3000,Hip,3840.446700917657
143-149 Franklin Street,Melbourne (CBD),3000,Flat,5244.452630183577
60 Hardware Lane,Melbourne (CBD),3000,Gable,2190.795949893498
421 Elizabeth Street,Melbourne (CBD),3000,Hip,1918.7092905872123
2-20 Drewery Place,Melbourne (CBD),3000,Hip,2224.8323774597443
238-244 Flinders Lane,Melbourne (CBD),3000,Flat,277.5225612399971
Flinders House 238-244 Flinders Lane,Melbourne (CBD),3000,Flat,1434.77943092591
28 McLean Alley,Melbourne (CBD),3000,Gable,5890.307451494219
11-13 Punch Lane,Melbourne (CBD),3000,Flat,4655.25026485285
15-17 Punch Lane,Melbourne (CBD),3000,Flat,3302.474258456583
19-21 Punch Lane,Melbourne (CBD),3000,Flat,247.7342457460111
23-25 Punch Lane,Melbourne (CBD),3000,Flat,5678.443537464838
27-29 Punch Lane,Melbourne (CBD),3000,Flat,4375.393020385262
209-213 Elizabeth Street,Melbourne (CBD),3000,Hip,1679.235100738071
399-411 Elizabeth Street,Melbourne (CBD),3000,Flat,1106.4221070417273
19 McKillop Street,Melbourne (CBD),3000,Hip,4919.66508573327
21-31 Market Street,Melbourne (CBD),3000,Flat,2190.795949893498
453-459 Elizabeth Street,Melbourne (CBD),3000,Flat,4450.225606324448
183-185 Flinders Lane,Melbourne (CBD),3000,Flat,1498.8187502516944
11 Coromandel Place,Melbourne (CBD),3000,Flat,245.50829174688585
13 Coromandel Place,Melbourne (CBD),3000,Flat,2839.3130548740132
75-77 Hardware Lane,Melbourne (CBD),3000,Gable,3005.406974445686
328-330 King Street,Melbourne (CBD),3000,Gable,5222.315988289659
27 Guildford Lane,Melbourne (CBD),3000,Gable,1434.77943092591
18-20 Bank Place,Melbourne (CBD),3000,Flat,2478.6674184276712
Metro Apartments Banks Place 18-20 Bank Place,Melbourne (CBD),3000,Flat,4404.889237796176
30-32 Punch Lane,Melbourne (CBD),3000,Flat,5416.972425925825
30 Punch Lane,Melbourne (CBD),3000,Flat,5416.972425925825
302-304 Little Lonsdale Street,Melbourne (CBD),3000,Flat,2386.8173347998863
10-22 Manton Lane,Melbourne (CBD),3000,Hip,923.6170353794978
173-175 Bourke Street,Melbourne (CBD),3000,Flat,1466.721464663734
14-18 Davisons Place,Melbourne (CBD),3000,Flat,2961.5940400426693
333 Flinders Lane,Melbourne (CBD),3000,Flat,5890.307451494219
165 Flinders Lane,Melbourne (CBD),3000,Flat,478.9411293607775
114 Hardware Street,Melbourne (CBD),3000,Flat,4325.649007981388
43 Little Bourke Street,Melbourne (CBD),3000,Hip,5072.017763759643
579-581 Elizabeth Street,North Melbourne,3000,Hip,2129.734827331088
277-283 Queensberry Street,Carlton,3000,Gable,4792.884799077415
247-249 Collins Street,Melbourne (CBD),3000,Flat,3413.2117557438933
42-44 Little La Trobe Street,Melbourne (CBD),3000,Flat,5579.173361168877
31 Guildford Lane,Melbourne (CBD),3000,Flat,4987.98812897925
33-35 Guildford Lane,Melbourne (CBD),3000,Gable,5244.452630183577
214 Swanston Street,Melbourne (CBD),3000,Gable,4785.780527088609
82 Flinders Street,Melbourne (CBD),3000,Flat,4919.66508573327
24-26 Punch Lane,Melbourne (CBD),3000,Flat,1509.5690734737825
115-123 Hardware Street,Melbourne (CBD),3000,Flat,6551.47495327686
632 Elizabeth Street,Carlton,3000,Hip,54.09794946771582
65-69 Little La Trobe Street,Melbourne (CBD),3000,Flat,1434.77943092591
8-10 Guildford Lane,Melbourne (CBD),3000,Gable,4792.884799077415
16-30 Russell Place,Melbourne (CBD),3000,Flat,4404.889237796176
UB1 Little Hero Apartments 16-30 Russell Place,Melbourne (CBD),3000,Flat,4404.889237796176
23-25 Guildford Lane,Melbourne (CBD),3000,Gable,4987.98812897925
120-122 Little Lonsdale Street,Melbourne (CBD),3000,Gable,5244.452630183577
19-37 'Beckett Street,Melbourne (CBD),3000,Flat,4774.016752707355
'Beckett Tower 19-37 'Beckett Street,Melbourne (CBD),3000,Flat,4774.016752707355
16-18 Bennetts Lane,Melbourne (CBD),3000,Flat,6284.651673650643
175-177 King Street,Melbourne (CBD),3000,Gable,4375.393020385262
19-21 Niagara Lane,Melbourne (CBD),3000,Flat,5222.315988289659
380 Elizabeth Street,Melbourne (CBD),3000,Flat,1918.7092905872123
